date,day_of_week,hour_slot,patient_count,severity,high_acuity,avg_PainGrade,Medical/Internal,Trauma/Injury,lag_2wk_avg,lag_4wk_avg,lag_8wk_avg,lag_12wk_avg,lag_8wk_severity,lag_8wk_high_acuity,lag_8wk_avg_PainGrade,lag_8wk_Medical/Internal,lag_8wk_Trauma/Injury,month,week_of_year,is_weekend,daily_cumulative_avg
2018-02-02,5,0,7,2.571428571428572,0.4285714285714285,3.857142857142857,4.0,3,17.5,13.75,13.25,13.5,2.584027777777778,0.5346726190476191,4.214348370927318,7.25,5.125,2,5,0,13.25
2018-02-02,5,1,5,2.4,0.6,4.0,4.0,0,8.0,8.5,6.375,5.666666666666667,2.279446248196248,0.6237824675324675,3.4152236652236647,3.75,2.375,2,5,0,7.0
2018-02-02,5,2,10,2.8,0.3,1.9,6.0,3,11.0,8.75,8.375,9.333333333333334,2.559728812853813,0.4219509657009657,3.8345238095238097,6.0,2.375,2,5,0,6.0
2018-02-02,5,3,22,2.636363636363636,0.4545454545454545,2.636363636363636,12.0,8,16.5,17.5,16.5,16.25,2.5174629533207407,0.5474076708222455,3.5971116301998656,10.0,5.5,2,5,0,7.333333333333333
2018-02-02,5,4,11,2.5454545454545454,0.4545454545454545,3.1818181818181817,5.0,6,14.5,13.5,14.75,15.0,2.35827497665733,0.6417402858579329,3.7397070760122233,9.25,5.125,2,5,0,11.0
2018-02-02,5,5,10,2.6,0.5,4.0,7.0,3,15.0,14.25,15.125,14.666666666666666,2.584549539512775,0.5951033239636181,3.161097113670643,10.5,4.125,2,5,0,11.0
2018-02-03,6,0,10,2.3,0.6,3.875,9.0,1,9.5,8.0,8.25,8.416666666666666,2.4904401154401152,0.5753968253968254,3.3029401154401157,6.125,1.875,2,5,1,8.25
2018-02-03,6,1,7,2.857142857142857,0.4285714285714285,3.142857142857143,7.0,0,3.5,3.25,3.875,4.0,2.334722222222222,0.6416666666666667,2.9347222222222222,2.875,1.0,2,5,1,10.0
2018-02-03,6,2,11,2.5454545454545454,0.4545454545454545,4.0,6.0,4,10.5,8.75,9.125,10.083333333333334,2.390716575091575,0.5658234126984127,3.3660561660561656,5.875,2.625,2,5,1,8.5
2018-02-03,6,3,12,2.583333333333333,0.4166666666666667,2.9166666666666665,6.0,6,10.0,13.25,12.875,12.416666666666666,2.415039136667426,0.6227133885850992,3.2383901277815754,7.5,4.375,2,5,1,9.333333333333334
2018-02-03,6,4,16,2.5625,0.5,1.6875,9.0,5,22.0,21.75,19.125,19.083333333333332,2.4337810117299283,0.6004820162995472,2.636468033063428,12.0,5.75,2,5,1,10.0
2018-02-03,6,5,19,2.3157894736842106,0.6842105263157895,0.5,14.0,4,17.0,17.0,18.75,18.583333333333332,2.4225274725274724,0.6341651404151405,1.2829500221141088,13.625,3.125,2,5,1,11.2
2018-02-04,0,0,7,2.4285714285714284,0.5714285714285714,0.0,7.0,0,9.0,8.25,8.0,7.916666666666667,2.3916666666666666,0.6256944444444443,1.2461805555555556,5.625,1.875,2,5,1,8.0
2018-02-04,0,1,6,3.0,0.5,4.333333333333333,4.0,1,4.0,5.25,5.125,5.166666666666667,2.590625,0.49062500000000003,2.3499999999999996,3.0,1.625,2,5,1,7.0
2018-02-04,0,2,12,2.0,0.8333333333333334,4.333333333333333,7.0,4,11.5,12.25,10.75,11.0,2.3508078726828727,0.6610968892218893,3.6061532217782215,7.25,3.0,2,5,1,6.5
2018-02-04,0,3,10,2.5,0.5,3.8,5.0,4,12.0,14.25,12.125,13.583333333333334,2.4534184565434565,0.6000926157176157,3.8420364357864356,8.375,3.25,2,5,1,8.333333333333334
2018-02-04,0,4,17,2.411764705882353,0.6470588235294118,3.0,9.0,6,18.0,16.0,16.25,17.25,2.540516354990039,0.5569050832208726,3.7398834213172454,9.875,5.75,2,5,1,8.75
2018-02-04,0,5,11,3.0,0.3636363636363636,2.1818181818181817,4.0,7,17.5,19.75,18.0,18.083333333333332,2.249817458191104,0.7353429057182927,3.301597974716202,12.375,5.0,2,5,1,10.4
2018-02-05,1,0,14,2.571428571428572,0.5,1.7857142857142858,9.0,4,4.5,7.75,7.875,8.5,2.362103174603175,0.7078373015873015,2.224016955266955,6.25,1.25,2,6,0,7.875
2018-02-05,1,1,5,2.6,0.4,1.4,2.0,3,3.5,4.5,4.25,4.0,2.464583333333333,0.5354166666666667,3.5770833333333334,2.75,1.375,2,6,0,14.0
2018-02-05,1,2,8,2.75,0.375,3.75,5.0,3,7.5,8.75,8.625,10.166666666666666,2.4519570707070706,0.5355429292929292,3.9027777777777777,6.125,1.875,2,6,0,9.5
2018-02-05,1,3,11,2.5454545454545454,0.5454545454545454,4.0,5.0,5,8.5,11.5,11.75,13.083333333333334,2.3415282021899673,0.6575248281130635,3.592566287878788,6.625,4.5,2,6,0,9.0
2018-02-05,1,4,16,2.4375,0.5,3.6666666666666665,10.0,6,17.5,17.75,18.0,17.25,2.476435496907633,0.5710476851150226,2.7708815951850005,11.0,5.0,2,6,0,9.5
2018-02-05,1,5,18,2.555555555555556,0.3888888888888889,0.7647058823529411,10.0,6,16.5,15.25,15.125,14.916666666666666,2.4469139928698755,0.635918931966726,1.263204656862745,9.625,4.625,2,6,0,10.8
2018-02-06,2,0,6,2.5,0.3333333333333333,0.0,4.0,1,7.5,8.25,8.875,8.166666666666666,2.286129148629149,0.6712121212121211,1.1250000000000002,6.5,1.75,2,6,0,8.875
2018-02-06,2,1,2,3.0,0.0,4.0,2.0,0,5.5,5.5,4.875,4.416666666666667,2.355952380952381,0.6169642857142857,2.730059523809524,4.0,0.75,2,6,0,6.0
2018-02-06,2,2,16,2.375,0.625,4.1875,11.0,4,9.0,10.0,10.375,11.583333333333334,2.3516233766233765,0.6300685425685426,3.545355339105339,7.125,2.75,2,6,0,4.0
2018-02-06,2,3,15,2.2,0.6666666666666666,3.923076923076923,6.0,7,12.0,13.5,12.625,13.0,2.4406905594405592,0.6041520979020979,3.421610334110334,8.25,3.875,2,6,0,8.0
2018-02-06,2,4,20,2.55,0.55,3.526315789473684,15.0,3,13.5,14.5,14.875,16.083333333333332,2.4947420634920636,0.5184523809523809,3.5212443709541232,9.0,5.0,2,6,0,9.75
2018-02-06,2,5,20,2.4,0.7,2.0,14.0,4,15.5,16.75,17.25,18.583333333333332,2.372110334518423,0.6939610940530059,3.184119152046783,12.0,3.875,2,6,0,11.8
2018-02-07,3,0,12,2.75,0.4166666666666667,1.9166666666666667,6.0,5,4.5,7.75,8.875,10.083333333333334,2.454861111111111,0.5986111111111111,2.8323232323232324,6.0,2.375,2,6,0,8.875
2018-02-07,3,1,7,2.4285714285714284,0.5714285714285714,4.333333333333333,3.0,2,3.5,4.0,4.125,4.333333333333333,2.48125,0.5083333333333333,3.775,3.5,0.25,2,6,0,12.0
2018-02-07,3,2,13,2.6153846153846154,0.3846153846153846,2.5,6.0,5,11.5,10.25,9.875,10.833333333333334,2.274594155844156,0.6496617965367966,3.4883297258297254,6.5,2.25,2,6,0,9.5
2018-02-07,3,3,14,2.571428571428572,0.5,3.4615384615384617,7.0,7,14.5,12.0,11.0,12.666666666666666,2.40252161033411,0.5774456446331446,3.262900641025641,6.625,3.25,2,6,0,10.666666666666666
2018-02-07,3,4,25,2.8,0.32,2.92,14.0,10,15.0,15.5,17.125,18.166666666666668,2.39127593066212,0.6128117690777537,2.764568452380952,10.0,5.75,2,6,0,11.5
2018-02-07,3,5,22,2.409090909090909,0.6363636363636364,0.7727272727272727,13.0,9,17.5,15.0,16.25,15.833333333333334,2.4344543888129415,0.6563069605832763,1.1354440789473683,11.0,4.375,2,6,0,14.2
2018-02-08,4,0,5,2.6,0.6,0.0,3.0,1,8.5,10.25,8.25,8.5,2.3630456349206352,0.6294146825396825,0.5813873626373627,5.0,2.5,2,6,0,8.25
2018-02-08,4,1,8,2.375,0.5,3.7142857142857135,6.0,2,2.5,2.75,4.0,4.0,2.6244047619047617,0.37559523809523804,3.385119047619048,3.25,0.5,2,6,0,5.0
2018-02-08,4,2,13,2.8461538461538463,0.2307692307692307,4.153846153846154,6.0,4,9.0,9.75,10.75,11.666666666666666,2.589136904761905,0.42485119047619047,3.504262057387057,5.875,3.75,2,6,0,6.5
2018-02-08,4,3,16,2.5625,0.5,4.0,7.0,9,13.5,15.5,14.5,14.75,2.454408539731682,0.5617985681114551,3.480793226381462,8.0,5.625,2,6,0,8.666666666666666
2018-02-08,4,4,17,2.647058823529412,0.4117647058823529,3.75,12.0,3,19.5,19.5,18.375,17.833333333333332,2.5477215557275543,0.5159636222910217,3.3128837719298247,10.75,6.5,2,6,0,10.5
2018-02-08,4,5,19,2.8947368421052637,0.4210526315789473,5.444444444444445,13.0,5,15.0,15.0,15.375,15.75,2.50406746031746,0.6041418650793651,4.232133217659533,10.5,4.125,2,6,0,11.8
2018-02-09,5,0,14,2.2142857142857144,0.7142857142857143,4.916666666666667,11.0,3,11.0,12.0,13.0,12.75,2.586011904761905,0.5049107142857142,4.040241228070176,7.375,4.875,2,6,0,13.0
2018-02-09,5,1,12,2.833333333333333,0.25,3.5,7.0,5,6.0,8.0,6.75,5.833333333333333,2.3919462481962483,0.5737824675324675,3.4152236652236647,4.0,2.375,2,6,0,14.0
2018-02-09,5,2,7,2.857142857142857,0.1428571428571428,4.285714285714286,2.0,4,9.5,9.25,8.625,9.333333333333334,2.5659788128538126,0.41257596570096566,3.5720238095238095,5.875,2.625,2,6,0,13.0
2018-02-09,5,3,20,2.4,0.7,3.842105263157895,9.0,10,21.0,19.5,18.0,16.75,2.559508407866195,0.5167258526404273,3.51415708474532,11.0,5.875,2,6,0,11.0
2018-02-09,5,4,20,2.55,0.6,4.15,14.0,5,11.5,13.25,14.375,14.416666666666666,2.355028223410576,0.6271298962475433,3.606184348739496,8.75,5.375,2,6,0,13.25
2018-02-09,5,5,18,2.611111111111111,0.4444444444444444,4.0,14.0,3,11.5,12.75,14.125,14.25,2.5762162061794416,0.5812144350747291,3.5287441724941724,9.75,4.0,2,6,0,14.6
2018-02-10,6,0,10,2.0,0.8,5.0,8.0,1,10.5,8.75,8.375,8.416666666666666,2.416829004329004,0.5809523809523809,3.634537337662338,6.5,1.625,2,6,1,8.375
2018-02-10,6,1,1,2.0,1.0,4.0,1.0,0,6.0,4.5,4.5,4.25,2.3793650793650793,0.6327380952380953,2.952579365079365,3.75,0.75,2,6,1,10.0
2018-02-10,6,2,10,2.4,0.6,4.2,6.0,2,12.0,10.25,9.25,10.25,2.396398393273393,0.5601415945165945,3.391056166056166,5.75,2.875,2,6,1,5.5
2018-02-10,6,3,8,2.5,0.375,2.571428571428572,4.0,4,11.5,12.75,13.625,12.25,2.4671224700007595,0.5706300552517658,3.2279734611149085,7.625,5.0,2,6,1,7.0
2018-02-10,6,4,17,2.9411764705882355,0.3529411764705882,1.3529411764705883,9.0,7,17.5,21.75,19.5,18.666666666666668,2.4560165886530054,0.5764435547610857,2.5204824561403507,12.125,5.875,2,6,1,7.25
2018-02-10,6,5,22,2.590909090909091,0.5454545454545454,0.0,14.0,6,20.0,18.25,17.875,18.833333333333332,2.413924233661076,0.6379606869738449,0.7829500221141088,13.0,3.0,2,6,1,9.2
2018-02-11,0,0,12,2.333333333333333,0.5833333333333334,0.6363636363636364,8.0,4,6.5,7.75,7.75,7.916666666666667,2.3341269841269843,0.6415674603174604,0.690625,5.875,1.375,2,6,1,7.75
2018-02-11,0,1,4,2.5,0.25,1.3333333333333333,3.0,1,5.5,5.5,5.375,5.083333333333333,2.559375,0.553125,2.6729166666666666,3.25,1.625,2,6,1,12.0
2018-02-11,0,2,7,3.142857142857143,0.0,3.857142857142857,3.0,2,12.5,11.5,11.125,11.083333333333334,2.323030094905095,0.6680413336663337,3.6634448884448885,7.25,3.25,2,6,1,8.0
2018-02-11,0,3,14,2.4285714285714284,0.6428571428571429,4.857142857142857,6.0,8,10.5,13.0,11.875,12.916666666666666,2.4638351232101234,0.5792592823842824,3.8587031024531027,8.0,3.25,2,6,1,7.666666666666667
2018-02-11,0,4,16,2.3125,0.625,4.923076923076923,7.0,8,17.5,15.75,15.75,17.333333333333332,2.5562726575110477,0.5544541028287158,3.7329389768728007,10.25,4.625,2,6,1,9.25
2018-02-11,0,5,18,2.6666666666666665,0.5555555555555556,4.0,11.0,6,14.0,18.0,17.375,17.416666666666668,2.351379958191104,0.6870474511728382,3.507658580776808,11.125,5.625,2,6,1,10.6
2018-02-12,1,0,6,3.1666666666666665,0.1666666666666666,4.0,2.0,3,9.5,8.25,9.125,9.0,2.371031746031746,0.7078373015873016,2.4472312409812407,7.125,1.5,2,7,0,9.125
2018-02-12,1,1,1,2.0,1.0,4.0,1.0,0,4.5,4.5,4.5,4.083333333333333,2.497916666666667,0.5020833333333333,3.3770833333333337,2.625,1.75,2,7,0,6.0
2018-02-12,1,2,8,2.375,0.625,1.875,6.0,0,9.5,8.0,8.25,10.083333333333334,2.488888888888889,0.5142361111111111,3.8715277777777777,6.0,1.75,2,7,0,3.5
2018-02-12,1,3,16,2.5625,0.6875,3.4375,12.0,3,9.0,11.25,11.75,12.75,2.3983463840081485,0.6234339190221543,3.655066287878788,6.625,4.375,2,7,0,5.0
2018-02-12,1,4,18,2.333333333333333,0.6666666666666666,3.647058823529412,12.0,5,18.5,17.0,18.375,17.25,2.444584535369172,0.5662399928073303,2.729214928518334,11.375,5.0,2,7,0,7.75
2018-02-12,1,5,17,2.647058823529412,0.5882352941176471,0.3529411764705882,10.0,7,17.5,15.75,16.0,15.666666666666666,2.4709038918597743,0.6049845885323827,0.8087928921568627,9.875,5.0,2,7,0,9.8
2018-02-13,2,0,9,2.2222222222222223,0.7777777777777778,0.5555555555555556,5.0,4,7.5,8.0,8.5,8.166666666666666,2.279184704184704,0.6573232323232323,0.5416666666666666,6.125,1.75,2,7,0,8.5
2018-02-13,2,1,8,3.0,0.25,4.125,7.0,1,3.0,4.5,4.625,4.166666666666667,2.480952380952381,0.5232142857142857,2.7717261904761905,3.875,0.625,2,7,0,9.0
2018-02-13,2,2,11,2.727272727272727,0.5454545454545454,2.1818181818181817,6.0,5,13.5,11.25,11.25,11.0,2.329053932178932,0.652637987012987,3.662542839105339,7.875,2.75,2,7,0,8.5
2018-02-13,2,3,11,2.272727272727273,0.8181818181818182,1.7,6.0,4,14.0,14.25,12.875,13.416666666666666,2.4176136363636362,0.6105623543123544,3.5273795648795647,8.25,4.0,2,7,0,9.333333333333334
2018-02-13,2,4,18,2.388888888888889,0.6111111111111112,2.7222222222222223,10.0,6,16.0,16.75,15.125,16.25,2.5009920634920633,0.5177579365079364,3.6912005113050004,9.5,4.5,2,7,0,9.75
2018-02-13,2,5,18,2.5,0.6666666666666666,3.0,14.0,3,17.5,18.0,18.125,18.25,2.393264180672269,0.6853072478991598,3.13203581871345,12.75,3.875,2,7,0,11.4
2018-02-14,3,0,5,2.8,0.2,2.4,3.0,1,9.0,8.25,9.125,10.333333333333334,2.511111111111111,0.5631944444444444,2.8844065656565654,5.75,2.875,2,7,0,9.125
2018-02-14,3,1,5,2.0,0.8,1.25,3.0,1,4.5,4.5,4.375,4.75,2.4598214285714284,0.5297619047619048,3.7166666666666663,3.375,0.5,2,7,0,5.0
2018-02-14,3,2,12,2.4166666666666665,0.5833333333333334,2.0,6.0,4,12.5,10.75,10.5,10.416666666666666,2.320267232767233,0.6196137196137197,3.3186868686868687,6.5,2.625,2,7,0,5.0
2018-02-14,3,3,17,2.117647058823529,0.8235294117647058,3.066666666666667,9.0,7,15.0,13.75,11.5,11.666666666666666,2.4364501817626816,0.5774456446331446,3.2580929487179486,6.75,3.75,2,7,0,7.333333333333333
2018-02-14,3,4,18,2.2777777777777777,0.7222222222222222,4.333333333333333,10.0,7,21.0,17.5,17.0,18.5,2.4239682383544277,0.5855040767700614,2.734568452380952,9.875,5.875,2,7,0,9.75
2018-02-14,3,5,14,2.7142857142857144,0.6428571428571429,0.6153846153846154,8.0,5,20.5,17.75,17.25,16.083333333333332,2.4230907524493053,0.6554952722715881,1.196320702323992,11.875,4.75,2,7,0,11.4
2018-02-15,4,0,14,2.357142857142857,0.7857142857142857,0.2857142857142857,8.0,4,7.0,9.0,8.5,8.416666666666666,2.438045634920635,0.5794146825396825,0.5813873626373627,5.125,2.625,2,7,0,8.5
2018-02-15,4,1,12,2.5,0.6666666666666666,2.6666666666666665,5.0,7,4.5,4.5,4.5,4.166666666666667,2.6712797619047617,0.31309523809523804,3.443154761904762,3.5,0.75,2,7,0,14.0
2018-02-15,4,2,11,2.5454545454545454,0.4545454545454545,4.0,6.0,5,11.5,11.25,10.625,11.333333333333334,2.623477564102564,0.40905448717948717,3.5331082112332117,5.75,3.5,2,7,0,13.0
2018-02-15,4,3,17,2.9411764705882355,0.4117647058823529,4.176470588235294,9.0,8,14.0,14.75,16.125,14.333333333333334,2.441387706398349,0.5826319014447885,3.605793226381462,8.625,6.625,2,7,0,12.333333333333334
2018-02-15,4,4,26,2.576923076923077,0.5,4.0,19.0,6,18.5,18.75,18.0,17.5,2.5786039086687307,0.49243421052631575,3.5441337719298245,10.875,6.0,2,7,0,13.5
2018-02-15,4,5,18,2.2222222222222223,0.8333333333333334,3.5,12.0,5,14.5,16.0,15.75,15.833333333333334,2.553409565580618,0.5864609440267334,4.8710221065484225,10.375,4.625,2,7,0,16.0
2018-02-16,5,0,11,2.363636363636364,0.8181818181818182,4.090909090909091,10.0,1,10.5,14.0,12.25,12.916666666666666,2.5502976190476194,0.5191964285714286,4.654824561403509,7.125,4.75,2,7,0,12.25
2018-02-16,5,1,5,1.8,1.0,0.0,5.0,0,8.5,8.25,7.125,6.25,2.4127795815295814,0.5633658008658009,3.533279220779221,4.0,2.875,2,7,0,11.0
2018-02-16,5,2,10,2.8,0.4,3.3,6.0,2,8.5,9.75,8.75,8.833333333333334,2.67312166999667,0.3262664418914419,3.582738095238095,5.625,2.875,2,7,0,8.0
2018-02-16,5,3,10,2.8,0.3,3.4,3.0,7,21.0,18.75,18.5,16.916666666666668,2.578258407866195,0.5261008526404273,3.6551345283543424,11.0,6.375,2,7,0,8.666666666666666
2018-02-16,5,4,17,2.9411764705882355,0.2352941176470588,1.7058823529411764,10.0,7,15.5,15.0,14.75,15.083333333333334,2.372307635175282,0.6138946021298962,3.7131696428571432,9.0,5.375,2,7,0,9.0
2018-02-16,5,5,12,2.583333333333333,0.6666666666666666,2.333333333333333,6.0,6,14.0,14.5,14.875,14.666666666666666,2.610938428401664,0.5430199906302847,3.4412441724941725,10.375,4.0,2,7,0,10.6
2018-02-17,6,0,13,2.6153846153846154,0.5384615384615384,3.230769230769231,9.0,4,10.0,9.75,8.25,8.333333333333334,2.3259199134199133,0.6127705627705629,3.725446428571429,6.75,1.25,2,7,1,8.25
2018-02-17,6,1,2,3.0,0.0,5.0,2.0,0,4.0,3.75,4.5,3.9166666666666665,2.3793650793650793,0.6327380952380952,2.952579365079365,3.75,0.75,2,7,1,13.0
2018-02-17,6,2,13,2.4615384615384617,0.6923076923076923,4.0,9.0,3,10.5,10.5,8.875,9.416666666666666,2.3790907009657007,0.5678339022089022,3.4160561660561664,5.0,3.0,2,7,1,7.5
2018-02-17,6,3,11,2.636363636363636,0.4545454545454545,4.2727272727272725,7.0,3,10.0,10.0,12.375,11.75,2.4810113588896483,0.5411161663628768,3.05721453254348,6.875,4.75,2,7,1,9.333333333333334
2018-02-17,6,4,32,2.40625,0.6875,3.793103448275862,20.0,12,16.5,19.25,19.5,18.5,2.5221930592412405,0.5470317900552033,2.322412603199174,11.875,6.25,2,7,1,9.75
2018-02-17,6,5,19,2.526315789473684,0.631578947368421,0.4705882352941176,10.0,9,20.5,18.75,18.375,19.25,2.4113989811358234,0.6366980607112186,0.7020676691729323,13.375,3.25,2,7,1,14.2
2018-02-18,0,0,8,1.875,0.875,0.6666666666666666,6.0,2,9.5,9.25,8.0,8.0,2.3382936507936507,0.626984126984127,0.7076704545454545,5.75,1.75,2,7,1,8.0
2018-02-18,0,1,6,2.833333333333333,0.3333333333333333,2.6666666666666665,4.0,1,5.0,4.5,4.875,4.833333333333333,2.621875,0.459375,2.448958333333333,3.0,1.625,2,7,1,8.0
2018-02-18,0,2,4,2.25,0.75,3.5,3.0,1,9.5,10.5,11.0,10.75,2.450262237762238,0.5586663336663337,3.5830877455877457,6.875,3.25,2,7,1,7.0
2018-02-18,0,3,12,2.6666666666666665,0.4166666666666667,3.8333333333333335,8.0,4,12.0,12.0,12.0,12.75,2.4789450133200135,0.5730779637029637,3.986679292929293,7.5,4.25,2,7,1,6.0
2018-02-18,0,4,23,2.5217391304347827,0.4347826086956521,4.227272727272728,14.0,8,16.5,17.25,16.125,17.0,2.5184120805879706,0.5652714105210235,3.829092823026647,9.875,5.375,2,7,1,7.5
2018-02-18,0,5,16,2.125,0.8125,4.266666666666667,12.0,3,14.5,16.0,18.0,17.833333333333332,2.434713291524437,0.6411072802326672,3.4243252474434747,11.125,6.125,2,7,1,10.6
2018-02-19,1,0,7,2.142857142857143,0.8571428571428571,2.0,7.0,0,10.0,7.25,8.75,8.5,2.4613095238095237,0.6592261904761905,2.3777867965367965,6.375,1.75,2,8,0,8.75
2018-02-19,1,1,7,2.571428571428572,0.4285714285714285,4.571428571428571,6.0,1,3.0,3.25,3.875,4.0,2.45625,0.54375,3.377083333333333,2.125,1.75,2,8,0,7.0
2018-02-19,1,2,7,1.8571428571428568,0.8571428571428571,4.0,7.0,0,8.0,7.75,8.125,9.5,2.4802083333333336,0.5229166666666667,3.6371527777777777,6.125,1.25,2,8,0,7.0
2018-02-19,1,3,7,2.7142857142857144,0.2857142857142857,2.7142857142857144,2.0,3,13.5,11.0,12.25,12.916666666666666,2.4478255506748154,0.6052047523554877,3.755208333333333,7.375,4.5,2,8,0,7.0
2018-02-19,1,4,23,2.608695652173913,0.4347826086956521,1.8636363636363635,10.0,11,17.0,17.25,18.125,17.25,2.461251202035838,0.5558233261406635,2.969819503681733,11.625,4.875,2,8,0,7.0
2018-02-19,1,5,22,2.5454545454545454,0.5909090909090909,0.2857142857142857,15.0,5,17.5,17.0,15.625,15.416666666666666,2.489286244800951,0.5972640002970885,0.34666053921568624,9.25,5.25,2,8,0,10.2
2018-02-20,2,0,11,2.272727272727273,0.7272727272727273,0.6,6.0,3,7.5,7.5,7.875,8.75,2.2801767676767675,0.6741883116883116,0.1527777777777778,5.25,2.125,2,8,0,7.875
2018-02-20,2,1,5,1.8,1.0,2.0,1.0,3,5.0,5.25,4.875,4.5,2.5642857142857145,0.4919642857142857,3.2873511904761905,4.25,0.5,2,8,0,11.0
2018-02-20,2,2,15,2.6,0.4666666666666667,4.142857142857143,8.0,7,13.5,11.25,11.5,11.083333333333334,2.322740800865801,0.6791531385281385,3.4769367784992786,8.0,3.125,2,8,0,8.0
2018-02-20,2,3,8,2.75,0.375,3.625,2.0,3,13.0,12.5,13.0,13.5,2.4142045454545453,0.6128350815850815,3.2148795648795647,8.0,4.375,2,8,0,10.333333333333334
2018-02-20,2,4,14,2.357142857142857,0.5714285714285714,3.25,8.0,6,19.0,16.25,15.625,16.083333333333332,2.513888888888889,0.5048611111111111,3.541894955749445,9.75,4.75,2,8,0,9.75
2018-02-20,2,5,14,2.642857142857143,0.4285714285714285,0.0,7.0,6,19.0,17.25,18.25,17.583333333333332,2.4337053571428573,0.6656994047619047,3.19453581871345,13.25,3.75,2,8,0,10.6
2018-02-21,3,0,16,2.25,0.6875,0.2857142857142857,7.0,8,8.5,6.5,9.0,9.166666666666666,2.6111111111111107,0.46319444444444446,3.017739898989899,5.5,3.0,2,8,0,9.0
2018-02-21,3,1,1,2.0,1.0,2.0,1.0,0,6.0,4.75,4.625,4.75,2.3764880952380953,0.5464285714285715,3.414583333333333,3.5,0.625,2,8,0,16.0
2018-02-21,3,2,10,2.3,0.7,3.8,7.0,3,12.5,12.0,10.75,10.166666666666666,2.3473505661005665,0.6050303862803863,3.249242424242424,6.375,2.875,2,8,0,8.5
2018-02-21,3,3,12,2.5,0.5,3.636363636363636,5.0,7,15.5,15.0,12.375,12.25,2.376156064115623,0.6303868211037329,3.178926282051282,7.375,4.125,2,8,0,9.0
2018-02-21,3,4,17,2.5294117647058822,0.4705882352941176,2.9375,13.0,2,21.5,18.25,17.125,18.166666666666668,2.421925754694297,0.5948995016066628,2.7918601190476187,9.75,6.25,2,8,0,9.75
2018-02-21,3,5,23,2.347826086956522,0.7391304347826086,0.0909090909090909,12.0,9,18.0,17.75,16.375,16.25,2.470709800068353,0.6406143198906357,1.2169937792470686,11.125,4.75,2,8,0,11.2
2018-02-22,4,0,11,2.363636363636364,0.7272727272727273,0.1818181818181818,8.0,3,9.5,9.0,9.375,8.666666666666666,2.4112599206349206,0.6240575396825397,0.5813873626373627,5.625,2.875,2,8,0,9.375
2018-02-22,4,1,6,2.333333333333333,0.8333333333333334,3.6666666666666665,5.0,1,10.0,6.25,5.25,4.916666666666667,2.650446428571428,0.3547619047619047,3.2556547619047618,3.75,1.375,2,8,0,11.0
2018-02-22,4,2,9,2.888888888888889,0.2222222222222222,2.888888888888889,2.0,7,12.0,10.5,10.875,11.083333333333334,2.6499927156177154,0.3825393356643356,3.5608859890109894,6.0,3.5,2,8,0,8.5
2018-02-22,4,3,7,2.571428571428572,0.4285714285714285,2.142857142857143,5.0,2,16.5,15.0,16.125,14.666666666666666,2.470799471104231,0.5899848426212589,3.6793226381461674,9.125,6.5,2,8,0,8.666666666666666
2018-02-22,4,4,15,2.6,0.4,2.2142857142857144,10.0,4,21.5,20.5,19.25,18.333333333333332,2.5569692932841153,0.5158717105263158,3.5597587719298245,12.25,6.125,2,8,0,8.25
2018-02-22,4,5,11,2.8181818181818183,0.2727272727272727,4.2727272727272725,5.0,5,18.5,16.75,16.125,15.75,2.5145206766917294,0.6239609440267335,4.666855439881756,10.5,5.0,2,8,0,9.6
2018-02-23,5,0,13,2.1538461538461537,0.8461538461538461,4.615384615384615,8.0,4,12.5,11.75,11.875,12.166666666666666,2.5421807359307365,0.541112012987013,4.509938197767146,7.25,4.25,2,8,0,11.875
2018-02-23,5,1,2,2.0,1.0,4.0,2.0,0,8.5,7.25,7.25,6.333333333333333,2.2940295815295815,0.6571158008658009,2.908279220779221,4.25,2.75,2,8,0,13.0
2018-02-23,5,2,14,2.4285714285714284,0.5714285714285714,3.071428571428572,8.0,6,8.5,9.0,8.625,8.666666666666666,2.7276671245421245,0.31944826007326005,3.5369047619047618,5.625,2.5,2,8,0,7.5
2018-02-23,5,3,13,2.8461538461538463,0.3846153846153846,2.4615384615384617,7.0,4,15.0,18.0,17.625,16.666666666666668,2.5753172313956068,0.5194832055816037,3.6463109989425777,10.5,6.375,2,8,0,9.666666666666666
2018-02-23,5,4,16,2.5625,0.5625,1.4666666666666666,11.0,5,18.5,15.0,14.625,15.416666666666666,2.4413435828877006,0.5738619223913342,3.4185924369747904,9.25,5.0,2,8,0,10.5
2018-02-23,5,5,12,2.083333333333333,0.8333333333333334,0.4,11.0,1,15.0,13.25,14.375,14.666666666666666,2.6369800950683304,0.5247908239636181,3.240723339160839,9.5,4.375,2,8,0,11.6
2018-02-24,6,0,7,2.571428571428572,0.7142857142857143,0.0,4.0,3,11.5,11.0,9.125,8.583333333333334,2.444509657009657,0.555078255078255,3.5980425824175826,7.25,1.625,2,8,1,9.125
2018-02-24,6,1,5,2.2,0.6,2.25,3.0,1,1.5,3.75,4.0,3.6666666666666665,2.4418650793650793,0.5702380952380952,3.2442460317460315,3.5,0.5,2,8,1,7.0
2018-02-24,6,2,11,2.5454545454545454,0.6363636363636364,2.1818181818181817,6.0,3,11.5,11.75,9.625,9.833333333333334,2.4546401515151515,0.5472295066045065,3.4160561660561664,5.5,3.125,2,8,1,6.0
